CTA_POSTE_TRAVAIL;7;2020-08-05 06:20:55.2677931 +02:00;2020-08-05 06:20:55.4240332 +02:00;0
CTA_QUALIFICATION;7;2020-08-05 06:21:02.0288714 +02:00;2020-08-05 06:21:02.1851178 +02:00;0
CTA_Task_MRP_ZVMAT_PARM03;7;2020-08-05 06:22:15.0747098 +02:00;2020-08-05 06:22:17.3118911 +02:00;2
CTA_POINTAGE_AGENT;7;2020-08-05 06:22:26.2964082 +02:00;2020-08-05 06:22:26.5307805 +02:00;0
CTA_AFFECTATION;7;2020-08-05 06:22:35.8788730 +02:00;2020-08-05 06:22:36.0507506 +02:00;1
CTA_APPROBATION;7;2020-08-05 06:23:11.3828218 +02:00;2020-08-05 06:23:11.5547844 +02:00;0
CTA_ACQUISITION;7;2020-08-05 06:23:36.7011384 +02:00;2020-08-05 06:23:36.8730445 +02:00;0
CTA_ENTITE;7;2020-08-05 06:23:41.1375099 +02:00;2020-08-05 06:23:41.3093893 +02:00;0
CTA_OUTIL;7;2020-08-05 06:23:45.0750093 +02:00;2020-08-05 06:23:45.2468751 +02:00;0
CTA_BESOIN;7;2020-08-05 06:23:51.8524510 +02:00;2020-08-05 06:23:52.0242859 +02:00;1
CTA_REFERENCE;7;2020-08-05 06:23:55.7786400 +02:00;2020-08-05 06:23:55.9505184 +02:00;0
CTA_PARAM;7;2020-08-05 06:24:00.2291200 +02:00;2020-08-05 06:24:00.3853601 +02:00;0
CTA_DOMAINE;7;2020-08-05 06:24:05.2604279 +02:00;2020-08-05 06:24:05.4166753 +02:00;0
CTA_Task_GPSCPTUMPL;7;2020-08-05 06:24:40.8390033 +02:00;2020-08-05 06:24:44.5442364 +02:00;4
CTA_Task_GPSCPTUMRE;7;2020-08-05 06:24:47.7033095 +02:00;2020-08-05 06:24:49.5633624 +02:00;2
CTA_Task_PURGECK;7;2020-08-05 06:48:44.8721930 +02:00;2020-08-05 06:48:46.9815926 +02:00;2
CTA_Task_GPSCOUKORE;7;2020-08-05 06:48:49.2159850 +02:00;2020-08-05 06:48:50.4347566 +02:00;1
CTA_Task_GPSCOUKORE_EXTRA;7;2020-08-05 06:48:55.7004448 +02:00;2020-08-05 06:48:56.5442149 +02:00;1
CTA_Task_GPSCOUKORE_ANOMALIES;7;2020-08-05 06:49:01.5755173 +02:00;2020-08-05 06:49:02.3724064 +02:00;1
CTA_Task_GPSCOUKORE_ALERTES;7;2020-08-05 06:49:07.6693557 +02:00;2020-08-05 06:49:08.5756216 +02:00;1
CTA_Task_GPSPRIXKORE;7;2020-08-05 06:49:13.7319244 +02:00;2020-08-05 06:49:14.9350657 +02:00;1
CTA_Task_GPSPRIXKORE_ECARTS;7;2020-08-05 06:49:19.6851258 +02:00;2020-08-05 06:49:20.6538892 +02:00;1
CTA_Task_GPSPRIXKORE_RABAIS;7;2020-08-05 06:49:25.6227016 +02:00;2020-08-05 06:49:26.5289628 +02:00;1
CTA_Task_GPSPRIXKORE_EURO;7;2020-08-05 06:49:31.7477920 +02:00;2020-08-05 06:49:32.7477936 +02:00;1
CTA_Task_PURGERATIO;7;2020-08-05 06:49:38.8259955 +02:00;2020-08-05 06:49:39.9041446 +02:00;1
CTA_Task_GCORATIO1;7;2020-08-05 06:49:44.9823371 +02:00;2020-08-05 06:49:46.0604661 +02:00;2
CTA_Task_GCORATIO2;7;2020-08-05 06:49:49.7480112 +02:00;2020-08-05 06:49:50.7792782 +02:00;1
CTA_Task_GCORATIO4;7;2020-08-05 06:49:55.9199619 +02:00;2020-08-05 06:49:56.7793519 +02:00;1
CTA_Task_GCORATIO3;7;2020-08-05 06:50:01.6544289 +02:00;2020-08-05 06:50:02.7325530 +02:00;1
CTA_Task_GCOVALO1;7;2020-08-05 06:50:07.7013661 +02:00;2020-08-05 06:50:08.7638903 +02:00;1
CTA_Task_GCOVALO2;7;2020-08-05 06:50:18.6702732 +02:00;2020-08-05 06:50:19.7327696 +02:00;1
CTA_Task_GPSUE;7;2020-08-05 07:00:50.4651591 +02:00;2020-08-05 07:00:55.7371501 +02:00;5
CTA_Task_GPSDUE;7;2020-08-05 07:00:57.2059123 +02:00;2020-08-05 07:00:58.2059256 +02:00;1
CTA_Task_GPSRAPP1;7;2020-08-05 07:01:02.5809952 +02:00;2020-08-05 07:01:03.8466269 +02:00;1
CTA_Task_GPSRAPP2;7;2020-08-05 07:01:08.6799453 +02:00;2020-08-05 07:01:09.8205740 +02:00;1
CTA_Task_GPSCPTMQ;7;2020-08-05 07:01:14.2737506 +02:00;2020-08-05 07:01:17.4459473 +02:00;3
CTA_Task_USIPESEE;7;2020-08-05 07:01:20.6647364 +02:00;2020-08-05 07:01:25.3210455 +02:00;5
CTA_Task_GPSMETAL1;7;2020-08-05 07:08:44.5963670 +02:00;2020-08-05 07:08:50.5736432 +02:00;6
CTA_Task_GPSMETAL2;7;2020-08-05 07:08:50.8392692 +02:00;2020-08-05 07:08:54.0424339 +02:00;4
CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 07:08:56.6830952 +02:00;2020-08-05 07:09:03.1724814 +02:00;7
CTA_Task_GPSEXPTR;7;2020-08-05 07:16:44.8731558 +02:00;2020-08-05 07:16:48.7013404 +02:00;4
CTA_Task_GPSEXPSU;7;2020-08-05 07:16:51.6857557 +02:00;2020-08-05 07:17:16.3110579 +02:00;25
CTA_Task_GPSEXPCTU;7;2020-08-05 07:16:58.8264587 +02:00;2020-08-05 07:17:01.3108652 +02:00;3
CTA_Task_GPSUE;7;2020-08-05 07:17:05.9359250 +02:00;2020-08-05 07:17:11.3266270 +02:00;6
CTA_Task_GPSDUE;7;2020-08-05 07:17:10.9047465 +02:00;2020-08-05 07:17:12.1547540 +02:00;2
CTA_Task_GPSDUE;7;2020-08-05 08:00:50.8380420 +02:00;2020-08-05 08:00:53.5099499 +02:00;3
CTA_Task_GPSUE;7;2020-08-05 08:00:50.9942935 +02:00;2020-08-05 08:01:00.3225375 +02:00;10
CTA_Task_GPSMETAL1;7;2020-08-05 08:10:57.5857247 +02:00;2020-08-05 08:11:04.4850343 +02:00;7
CTA_Task_GPSMETAL2;7;2020-08-05 08:12:05.1189738 +02:00;2020-08-05 08:12:36.3136246 +02:00;31
